"","class","pre"
"YGR282C_mRNA",1,1.23549550223591
"YLR143W_mRNA",1,1.25187939359046
"ENSMUSP00000127969.1",1,-0.187357909473886
"ENSOCUP00000021782.2",1,0.686209957778978
"ENSBTAP00000035907.2",1,0.507610895310018
"W02G9.3",1,0.907192817898229
"YER003C_mRNA",1,0.347356859029339
"ENSP00000483117.1",1,0.983432833158414
"ENSP00000425147.1",1,0.640341628573588
"ENSELUP00000020572.1",1,0.252825598048686
"ENSELUP00000023433.1",1,0.779719302569729
"ENSCHIP00000026460.1",1,1.09301887186483
"YDL189W_mRNA",1,1.0975415528929
"ENSCINP00000031674.1",1,-0.0729482488749413
"ENSP00000367787.3",1,0.960296439205127
"ENSMMUP00000020616.3",1,1.39877926194501
"ENSDARP00000050948.5",1,0.957085516848143
"ENSEBUP00000006455.1",1,0.475817860103223
"ENSTRUP00000057191.1",1,0.989064198351513
"ENSP00000356179.1",1,1.41352028900115
"ENSP00000435873.1",1,0.695294789900591
"ENSECAP00000012978.2",1,1.3346131958905
"F52C12.3",1,0.674946239178418
"ENSGALP00000014689.5",1,0.875336950796465
"ENSMUSP00000102716.1",1,0.516723821890111
"F58G11.2a",1,1.0111708342368
"YML126C_mRNA",1,1.03385162903226
"ENSCPOP00000030274.1",1,0.580773148193095
"ENSEBUP00000000130.1",1,1.10050212994561
"ENSOARP00000021835.1",1,0.982275133041329
"ENSP00000362807.4",1,1.17230749702503
"FBpp0081569",1,1.51878927550661
"YNL177C_mRNA",1,1.17540943715381
"ENSELUP00000010195.1",1,0.889340829686493
"ENSBTAP00000010706.4",1,0.990993210244649
"ENSCINP00000026560.2",1,1.29877974783622
"FBpp0291001",1,0.869002550131086
"F54C8.4a",1,0.319327616792624
"ENSMGAP00000019027.1",1,0.379537401030455
"ENSP00000395591.1",1,0.921555948568891
"ENSORLP00000008519.2",1,0.654745380545035
"ENSRNOP00000014399.4",1,1.25631888342593
"FBpp0305158",1,0.183721775657127
"YNR019W_mRNA",1,1.2683105705654
"ENSP00000449762.1",1,1.66293245865478
"ENSEBUP00000023246.1",1,1.53993271198796
"ENSECAP00000019988.2",1,1.76299963187209
"FBpp0291259",1,0.569128473925286
"YOL059W_mRNA",1,0.789654903520927
"ENSECAP00000003823.2",1,1.04370904185245
"ENSCINP00000018655.3",1,0.961597643483403
"ENSELUP00000011075.1",1,0.786330523291863
"YFR032C_mRNA",1,0.847709998820749
"ZK1290.6",1,1.09409973250913
"ENSMUSP00000045126.7",1,1.19820507494511
"T21C9.12",1,1.01313648408792
"ENSORLP00000002509.2",1,1.04004361324426
"ENSP00000481752.1",1,0.742377498450595
"ENSELUP00000003411.1",1,1.39479631128251
"FBpp0079899",1,0.935850743117764
"ENSONIP00000018299.1",1,1.41317460671959
"FBpp0080906",1,1.01684914331285
"FBpp0077624",1,0.34416982224028
"ENSP00000333199.8",1,0.412393366381945
"YOR165W_mRNA",1,0.489726901116636
"ENSMUSP00000086873.4",1,1.03190382543667
"ENSXETP00000029449.3",1,0.659625574518052
"YDL043C_mRNA",1,1.35425251767136
"ENSP00000258975.6",1,0.973881839070155
"ENSP00000341483.5",1,0.669083069984225
"YDR353W_mRNA",1,-0.360008964245451
"ENSGALP00000027063.4",1,0.856839695672249
"YHR179W_mRNA",1,0.685669235016407
"ENSTRUP00000000955.2",1,1.06409002089078
"FBpp0075902",1,1.10371520987673
"ENSELUP00000003086.1",1,1.37715339328272
"ENSBTAP00000004683.6",1,1.22198834189831
"Y57G11C.3a",1,0.922741452868012
"ENSPTRP00000091589.1",1,-0.259230033209888
"ENSEBUP00000007367.1",1,1.66136349908165
"ENSEBUP00000016665.1",1,1.02479068029438
"H15N14.1c",1,1.42696664121596
"ENSELUP00000034817.1",1,0.968831040497981
