"","class","pre"
"YGR282C_mRNA",1,0.5604040352053
"YLR143W_mRNA",1,0.35347123539908
"ENSMUSP00000127969.1",1,0.574661951130415
"ENSOCUP00000021782.2",1,1.05427072689326
"ENSBTAP00000035907.2",1,0.778305001146385
"W02G9.3",1,1.12476404936268
"YER003C_mRNA",1,0.633708019232548
"ENSP00000483117.1",1,1.09052822356005
"ENSP00000425147.1",1,0.879879216480507
"ENSELUP00000020572.1",1,-0.0921668298605521
"ENSELUP00000023433.1",1,1.006525195173
"ENSCHIP00000026460.1",1,0.896793123236703
"YDL189W_mRNA",1,0.826401200104939
"ENSCINP00000031674.1",1,0.584035223346157
"ENSP00000367787.3",1,1.00471486386413
"ENSMMUP00000020616.3",1,0.936700947620415
"ENSDARP00000050948.5",1,1.02138500302904
"ENSEBUP00000006455.1",1,0.659817210704834
"ENSTRUP00000057191.1",1,0.938579129942648
"ENSP00000356179.1",1,1.19420657699672
"ENSP00000435873.1",1,1.06763233127419
"ENSECAP00000012978.2",1,1.09609758867026
"F52C12.3",1,0.871082592129221
"ENSGALP00000014689.5",1,1.13193691163362
"ENSMUSP00000102716.1",1,1.14691275956355
"F58G11.2a",1,1.19405776705729
"YML126C_mRNA",1,1.04844321240489
"ENSCPOP00000030274.1",1,1.14472520484539
"ENSEBUP00000000130.1",1,0.906600989992579
"ENSOARP00000021835.1",1,0.944031704623527
"ENSP00000362807.4",1,1.03007789120986
"FBpp0081569",1,1.20309293980586
"YNL177C_mRNA",1,1.17241213767894
"ENSELUP00000010195.1",1,0.876466764039236
"ENSBTAP00000010706.4",1,1.05469622053601
"ENSCINP00000026560.2",1,1.08471420472108
"FBpp0291001",1,1.16168790477473
"F54C8.4a",1,1.15261898323045
"ENSMGAP00000019027.1",1,-0.380166137217632
"ENSP00000395591.1",1,0.741674894790832
"ENSORLP00000008519.2",1,1.07495155857226
"ENSRNOP00000014399.4",1,1.06572332673565
"FBpp0305158",1,0.625954260319819
"YNR019W_mRNA",1,0.900943109769121
"ENSP00000449762.1",1,0.789701576468854
"ENSEBUP00000023246.1",1,0.900247460331085
"ENSECAP00000019988.2",1,1.05053037184324
"FBpp0291259",1,0.900752211015106
"YOL059W_mRNA",1,0.771137656721994
"ENSECAP00000003823.2",1,1.24031355959668
"ENSCINP00000018655.3",1,0.904979127144929
"ENSELUP00000011075.1",1,1.13295903452845
"YFR032C_mRNA",1,1.01025760760813
"ZK1290.6",1,1.27937630361706
"ENSMUSP00000045126.7",1,1.07479782776157
"T21C9.12",1,0.959746652987473
"ENSORLP00000002509.2",1,1.05539659810875
"ENSP00000481752.1",1,1.15398232063879
"ENSELUP00000003411.1",1,1.098229355657
"FBpp0079899",1,0.95897556925507
"ENSONIP00000018299.1",1,0.978249258412184
"FBpp0080906",1,1.01377762347948
"FBpp0077624",1,1.03466125494549
"ENSP00000333199.8",1,0.924008143595345
"YOR165W_mRNA",1,0.916765643545639
"ENSMUSP00000086873.4",1,0.887641609587389
"ENSXETP00000029449.3",1,0.561269831192972
"YDL043C_mRNA",1,0.999685932600459
"ENSP00000258975.6",1,0.803368770330363
"ENSP00000341483.5",1,0.982596979132914
"YDR353W_mRNA",1,0.345190012665629
"ENSGALP00000027063.4",1,1.06158161888416
