"","class","pre"
"YGR282C_mRNA",1,1.04843232439422
"YLR143W_mRNA",1,1.11621654934015
"ENSMUSP00000127969.1",1,0.0131369796837649
"ENSOCUP00000021782.2",1,0.626158878276725
"ENSBTAP00000035907.2",1,0.440992507310939
"W02G9.3",1,0.891342665858602
"YER003C_mRNA",1,0.399928923559904
"ENSP00000483117.1",1,1.0398628208582
"ENSP00000425147.1",1,1.02149630287041
"ENSELUP00000020572.1",1,0.101715288024806
"ENSELUP00000023433.1",1,0.817670144496701
"ENSCHIP00000026460.1",1,1.01133132378067
"YDL189W_mRNA",1,1.2049435499175
"ENSCINP00000031674.1",1,0.170702723180464
"ENSP00000367787.3",1,0.883107745568941
"ENSMMUP00000020616.3",1,1.06079366543463
"ENSDARP00000050948.5",1,1.00769484282047
"ENSEBUP00000006455.1",1,0.66140332645222
"ENSTRUP00000057191.1",1,1.14732512408827
"ENSP00000356179.1",1,1.3517522640394
"ENSP00000435873.1",1,0.678793326866675
"ENSECAP00000012978.2",1,1.21778969623597
"F52C12.3",1,0.546032564755304
"ENSGALP00000014689.5",1,0.918352367734223
"ENSMUSP00000102716.1",1,0.522870076259868
"F58G11.2a",1,0.860761487277262
"YML126C_mRNA",1,1.0809437788907
"ENSCPOP00000030274.1",1,0.698323913497906
"ENSEBUP00000000130.1",1,1.0169689993229
"ENSOARP00000021835.1",1,0.95794768450426
"ENSP00000362807.4",1,1.03393083122451
"FBpp0081569",1,1.47917148908405
"YNL177C_mRNA",1,1.19111577251071
"ENSELUP00000010195.1",1,0.895881591307833
"ENSBTAP00000010706.4",1,0.828990563772759
"ENSCINP00000026560.2",1,1.37271258699176
"FBpp0291001",1,0.973930240842547
"F54C8.4a",1,0.511799023673216
"ENSMGAP00000019027.1",1,0.141575627305366
"ENSP00000395591.1",1,0.93231675724461
"ENSORLP00000008519.2",1,0.862649037058886
"ENSRNOP00000014399.4",1,1.17199342662536
"FBpp0305158",1,0.245763259362075
"YNR019W_mRNA",1,1.25417138897567
"ENSP00000449762.1",1,0.831056504514623
"ENSEBUP00000023246.1",1,1.33382091030909
"ENSECAP00000019988.2",1,1.81242184714312
"FBpp0291259",1,0.732165993423615
"YOL059W_mRNA",1,0.706965888682284
"ENSECAP00000003823.2",1,1.05824687735786
"ENSCINP00000018655.3",1,1.1158818315029
"ENSELUP00000011075.1",1,0.922089046305687
"YFR032C_mRNA",1,0.916997883978669
"ZK1290.6",1,0.942374490467127
"ENSMUSP00000045126.7",1,1.1512593034213
"T21C9.12",1,1.20642892561265
"ENSORLP00000002509.2",1,1.02219035394882
"ENSP00000481752.1",1,1.21656450085658
"ENSELUP00000003411.1",1,1.22744165412717
"FBpp0079899",1,0.889013710048103
"ENSONIP00000018299.1",1,1.48716720066187
"FBpp0080906",1,0.867233964411809
"FBpp0077624",1,0.587200814522132
"ENSP00000333199.8",1,0.577219777905057
"YOR165W_mRNA",1,0.630502093185127
"ENSMUSP00000086873.4",1,1.16611978965363
"ENSXETP00000029449.3",1,0.56190388709496
"YDL043C_mRNA",1,1.40683698595893
"ENSP00000258975.6",1,1.03403432533645
"ENSP00000341483.5",1,0.618077827075761
"YDR353W_mRNA",1,-0.476004338670686
"ENSGALP00000027063.4",1,1.00908426944907
"YHR179W_mRNA",1,0.699641775299168
"ENSTRUP00000000955.2",1,0.822530059435497
"FBpp0075902",1,1.14932442255182
"ENSELUP00000003086.1",1,1.37433080116127
"ENSBTAP00000004683.6",1,1.16004807220806
"Y57G11C.3a",1,0.823584866742159
"ENSPTRP00000091589.1",1,-0.31469561022085
"ENSEBUP00000007367.1",1,1.69881860149495
"ENSEBUP00000016665.1",1,1.09409889625176
"H15N14.1c",1,1.31887256363215
"ENSELUP00000034817.1",1,1.06545120936432
"YLR165C_mRNA",1,1.32960854552653
"YML113W_mRNA",1,1.20760957843317
"YGR276C_mRNA",1,0.675397403564679
"FBpp0072940",1,1.40106463784514
"ENSTRUP00000055661.1",1,0.818932460376135
"ENSOARP00000022183.1",1,0.809527987549673
"ENSDARP00000127323.1",1,1.37789424290377
"ENSMMUP00000002474.3",1,1.22320077226312
"ENSMUSP00000055271.8",1,0.683102867679785
"R10E11.9",1,0.599687187962668
