"","class","pre"
"YGR282C_mRNA",1,0.904674569180058
"YLR143W_mRNA",1,0.711724422126367
"ENSMUSP00000127969.1",1,0.114422640350613
"ENSOCUP00000021782.2",1,0.845004478153656
"ENSBTAP00000035907.2",1,0.350749095515825
"W02G9.3",1,0.862732756874849
"YER003C_mRNA",1,0.33431695588758
"ENSP00000483117.1",1,1.02713740095398
"ENSP00000425147.1",1,1.15664190347246
"ENSELUP00000020572.1",1,0.0394750980438432
"ENSELUP00000023433.1",1,0.781609799685778
"ENSCHIP00000026460.1",1,1.07271103976749
"YDL189W_mRNA",1,0.958611916690339
"ENSCINP00000031674.1",1,0.39130614230861
"ENSP00000367787.3",1,1.05571903214188
"ENSMMUP00000020616.3",1,1.05171375650199
"ENSDARP00000050948.5",1,1.18115703359319
"ENSEBUP00000006455.1",1,0.612256326304864
"ENSTRUP00000057191.1",1,1.05383437914871
"ENSP00000356179.1",1,1.33782658179697
"ENSP00000435873.1",1,0.809522807834736
"ENSECAP00000012978.2",1,1.37504182907111
"F52C12.3",1,0.732931777207145
"ENSGALP00000014689.5",1,1.03433071864543
"ENSMUSP00000102716.1",1,0.622140960367351
"F58G11.2a",1,1.0234262321443
"YML126C_mRNA",1,0.939052553280569
"ENSCPOP00000030274.1",1,0.868451437795071
"ENSEBUP00000000130.1",1,0.981488736219851
"ENSOARP00000021835.1",1,1.08493757459996
"ENSP00000362807.4",1,1.19934603545264
"FBpp0081569",1,1.55493822746031
"YNL177C_mRNA",1,1.24291156562442
"ENSELUP00000010195.1",1,0.913295092381928
"ENSBTAP00000010706.4",1,0.878797790569001
"ENSCINP00000026560.2",1,1.23901825439607
"FBpp0291001",1,1.15077146003887
"F54C8.4a",1,0.748076824035218
"ENSMGAP00000019027.1",1,0.35218694313839
"ENSP00000395591.1",1,0.73268381761728
"ENSORLP00000008519.2",1,0.943186003405804
"ENSRNOP00000014399.4",1,1.20423174202915
"FBpp0305158",1,0.356040414713772
"YNR019W_mRNA",1,1.23673234111105
"ENSP00000449762.1",1,0.643427826528796
"ENSEBUP00000023246.1",1,1.17256229994789
"ENSECAP00000019988.2",1,1.64206749127351
"FBpp0291259",1,0.675533851748905
"YOL059W_mRNA",1,0.536428863123599
"ENSECAP00000003823.2",1,1.08431901184208
"ENSCINP00000018655.3",1,1.12906648520802
"ENSELUP00000011075.1",1,0.881333498327091
"YFR032C_mRNA",1,0.98738956441879
"ZK1290.6",1,1.25244555326767
"ENSMUSP00000045126.7",1,1.16465249786095
"T21C9.12",1,1.20736332877545
"ENSORLP00000002509.2",1,0.980159921670044
"ENSP00000481752.1",1,0.994036602900892
"ENSELUP00000003411.1",1,1.33554367479434
"FBpp0079899",1,1.00696242873228
"ENSONIP00000018299.1",1,1.55122481694605
"FBpp0080906",1,0.709218926019418
"FBpp0077624",1,0.834657838590349
"ENSP00000333199.8",1,0.752969097164482
"YOR165W_mRNA",1,0.663127839123987
"ENSMUSP00000086873.4",1,1.20359572363349
"ENSXETP00000029449.3",1,0.458775434093585
"YDL043C_mRNA",1,1.19671261961114
"ENSP00000258975.6",1,1.06661264436314
"ENSP00000341483.5",1,0.802491953467287
"YDR353W_mRNA",1,0.43680085584004
"ENSGALP00000027063.4",1,1.00321985987311
"YHR179W_mRNA",1,0.487115376558338
"ENSTRUP00000000955.2",1,0.909465059582515
"FBpp0075902",1,1.08163379271086
"ENSELUP00000003086.1",1,1.25061958284148
"ENSBTAP00000004683.6",1,1.24800957138774
"Y57G11C.3a",1,0.723628757864519
"ENSPTRP00000091589.1",1,-0.239118091421864
"ENSEBUP00000007367.1",1,1.44743327836896
"ENSEBUP00000016665.1",1,1.26207729556948
"H15N14.1c",1,1.23766902956207
"ENSELUP00000034817.1",1,1.11370680462999
"YLR165C_mRNA",1,1.29692994709532
"YML113W_mRNA",1,1.04249305006097
"YGR276C_mRNA",1,0.655834866443537
"FBpp0072940",1,1.23975541928511
"ENSTRUP00000055661.1",1,0.811079536009879
"ENSOARP00000022183.1",1,0.722886034204876
"ENSDARP00000127323.1",1,1.33194440326774
"ENSMMUP00000002474.3",1,1.03594704437411
"ENSMUSP00000055271.8",1,0.693703521325962
"R10E11.9",1,0.475252423002369
"ENSECAP00000016744.2",1,1.26326847751546
"YDR365C_mRNA",1,1.11851829756367
"ENSORLP00000029403.1",1,0.986762995221123
"ENSBTAP00000058871.1",1,1.1085426869069
"YGL068W_mRNA",1,0.9700858081132
"T20B12.7",1,1.09500962939775
"T07D4.4a",1,0.901979148700862
