"","class","pre"
"YGR282C_mRNA",1,1.06983043908689
"YLR143W_mRNA",1,0.121193231308243
"ENSMUSP00000127969.1",1,0.256646524383167
"ENSOCUP00000021782.2",1,0.623135213761621
"ENSBTAP00000035907.2",1,0.459870777389429
"W02G9.3",1,1.09961024302538
"YER003C_mRNA",1,0.560446479629552
"ENSP00000483117.1",1,1.03952429124275
"ENSP00000425147.1",1,1.00590637849915
"ENSELUP00000020572.1",1,-0.0690093561074098
"ENSELUP00000023433.1",1,0.745040323947185
"ENSCHIP00000026460.1",1,1.12439499176821
"YDL189W_mRNA",1,0.815053965384491
"ENSCINP00000031674.1",1,0.453144267337291
"ENSP00000367787.3",1,0.973623313327684
"ENSMMUP00000020616.3",1,0.994131176558357
"ENSDARP00000050948.5",1,1.08600905166568
"ENSEBUP00000006455.1",1,0.413232777723196
"ENSTRUP00000057191.1",1,0.773369629198218
"ENSP00000356179.1",1,1.24257397185372
"ENSP00000435873.1",1,0.935394618044116
"ENSECAP00000012978.2",1,1.33246193019926
"F52C12.3",1,0.859396772764957
"ENSGALP00000014689.5",1,1.1939978845932
"ENSMUSP00000102716.1",1,0.938173386490157
"F58G11.2a",1,0.929477532453551
"YML126C_mRNA",1,1.01273473322141
"ENSCPOP00000030274.1",1,0.929225040811398
"ENSEBUP00000000130.1",1,1.0524544043562
"ENSOARP00000021835.1",1,1.06841924889421
"ENSP00000362807.4",1,1.36996675015111
"FBpp0081569",1,1.5022681725207
"YNL177C_mRNA",1,1.20635183665134
"ENSELUP00000010195.1",1,0.79341669431967
"ENSBTAP00000010706.4",1,0.854609193383852
"ENSCINP00000026560.2",1,1.19548451094728
"FBpp0291001",1,1.32179384843145
"F54C8.4a",1,0.843846184496095
"ENSMGAP00000019027.1",1,-0.361887130457155
"ENSP00000395591.1",1,0.876260279734184
"ENSORLP00000008519.2",1,0.944709929620135
"ENSRNOP00000014399.4",1,1.23079034204211
"FBpp0305158",1,0.403996011215771
"YNR019W_mRNA",1,1.05980301809633
"ENSP00000449762.1",1,0.85147732991447
"ENSEBUP00000023246.1",1,0.679020934383508
"ENSECAP00000019988.2",1,1.50638717951677
"FBpp0291259",1,0.641705337601225
"YOL059W_mRNA",1,0.768879193149573
"ENSECAP00000003823.2",1,1.25764673620886
"ENSCINP00000018655.3",1,1.17019982515979
"ENSELUP00000011075.1",1,0.950426989162628
"YFR032C_mRNA",1,1.0116830962458
"ZK1290.6",1,1.06076744124115
"ENSMUSP00000045126.7",1,1.14014865734627
"T21C9.12",1,1.15939337149708
"ENSORLP00000002509.2",1,1.28940989821192
"ENSP00000481752.1",1,0.85769603186237
"ENSELUP00000003411.1",1,1.19896397965403
"FBpp0079899",1,1.11520760934105
"ENSONIP00000018299.1",1,1.3036701592909
"FBpp0080906",1,0.967757745143978
"FBpp0077624",1,0.869819376552139
"ENSP00000333199.8",1,0.971248977653326
"YOR165W_mRNA",1,0.761776809650769
"ENSMUSP00000086873.4",1,1.12856791124006
"ENSXETP00000029449.3",1,0.58581254872043
"YDL043C_mRNA",1,1.21443052142178
"ENSP00000258975.6",1,1.09101125589662
"ENSP00000341483.5",1,0.740812838057927
"YDR353W_mRNA",1,0.523667962961674
"ENSGALP00000027063.4",1,1.05098020611369
"YHR179W_mRNA",1,0.438608800465035
"ENSTRUP00000000955.2",1,0.852284325779227
"FBpp0075902",1,1.00374814481681
"ENSELUP00000003086.1",1,1.25820116868668
"ENSBTAP00000004683.6",1,1.11530513106491
"Y57G11C.3a",1,0.927254794552534
"ENSPTRP00000091589.1",1,0.0771078766726629
"ENSEBUP00000007367.1",1,1.26413833616324
"ENSEBUP00000016665.1",1,1.33650633992592
"H15N14.1c",1,1.24771884403475
"ENSELUP00000034817.1",1,1.10736334728208
"YLR165C_mRNA",1,0.904532322460827
"YML113W_mRNA",1,1.10163761767911
"YGR276C_mRNA",1,0.750548658195463
"FBpp0072940",1,1.12776978946182
"ENSTRUP00000055661.1",1,0.855351252402943
"ENSOARP00000022183.1",1,0.750054725774423
"ENSDARP00000127323.1",1,1.21976330118631
"ENSMMUP00000002474.3",1,0.801594091577086
"ENSMUSP00000055271.8",1,0.985511719185857
"R10E11.9",1,0.64109218744953
"ENSECAP00000016744.2",1,1.24885160957455
"YDR365C_mRNA",1,1.16296933775853
"ENSORLP00000029403.1",1,0.941595339231117
"ENSBTAP00000058871.1",1,0.871674829790406
"YGL068W_mRNA",1,0.789747855789633
"T20B12.7",1,0.993127598054921
"T07D4.4a",1,0.906888649372083
"ENSBTAP00000067611.1",1,1.19571625671858
"YBL057C_mRNA",1,1.38880997181778
"ENSP00000355518.3",1,0.771699822979036
"YMR090W_mRNA",1,0.58035510840312
"ENSP00000444968.1",1,1.24047325261697
"ENSBTAP00000057457.1",1,1.07087168782871
"YGL243W_mRNA",1,0.908441868730666
"ENSECAP00000011666.2",1,1.2442115253714
"ENSECAP00000017270.2",1,0.311834797182998
"ENSEBUP00000004368.1",1,0.922211957116225
"C18A3.1",1,0.72532181116045
"ENSP00000345347.5",1,0.930747910803188
"YDR513W_mRNA",1,0.923430163357319
"ENSDARP00000121489.1",1,0.714565618762002
"Y51H4A.15",1,0.484705701147134
"ENSOANP00000007188.2",1,1.09715749855263
"ENSDARP00000136809.1",1,0.743931800194816
"ENSFCAP00000049045.1",1,1.03673275754583
"ENSOANP00000021272.2",1,1.05708330179872
"F33D4.5",1,1.42054131758704
"YHR189W_mRNA",1,-0.0689252014372154
"ENSDARP00000035017.7",1,1.18287474495978
"F59A2.3.1",1,1.18248494438244
"ENSGALP00000073581.1",1,0.735290434011004
"C35D10.12",1,1.46450969341246
"FBpp0086687",1,1.24022374540447
"ENSGALP00000007858.6",1,0.943839031639611
"ENSEBUP00000020190.1",1,0.900622034112796
"FBpp0084778",1,0.949620322944176
"ENSONIP00000015825.1",1,1.22752242087502
"ENSRNOP00000074355.1",1,0.517293747399741
"M7.3",1,1.06611018708366
"ENSORLP00000018586.2",1,1.0660727330484
"FBpp0072970",1,0.877579441112689
"FBpp0087562",1,0.65278408561707
"ENSCINP00000016192.3",1,0.860603496784787
"ENSP00000491638.1",1,1.27560601294065
"ENSMUSP00000053514.6",1,0.653675424973321
"ENSP00000418535.2",1,0.430889829038333
"ENSECAP00000015649.2",1,1.17856854202202
"ENSP00000262613.5",1,1.11271392088138
"ENSMUSP00000145308.1",1,1.20889229348542
"ENSORLP00000028326.1",1,1.00702226301737
"Y59A8B.10a.1",1,1.17348059916454
"YEL002C_mRNA",1,0.585337062273285
"ENSBTAP00000005226.4",1,0.699840458634622
"YGL162W_mRNA",1,1.05707349746816
"ENSOARP00000004447.1",1,0.693150581669319
"ENSP00000402829.2",1,1.06639456437879
"ENSMMUP00000060340.1",1,0.604158971857941
"ENSORLP00000034270.1",1,1.35086307593737
"ENSECAP00000016122.2",1,1.1209938275205
"ENSP00000280346.6",1,0.926932893222074
"ENSMUSP00000115890.1",1,0.898862799641907
"YMR178W_mRNA",1,0.515414846906923
"ENSXETP00000024915.2",1,0.789351037145735
"Y37D8A.21",1,1.26484084540936
