"","class","pre"
"YGR282C_mRNA",1,0.936708586085287
"YLR143W_mRNA",1,0.533370706115755
"ENSMUSP00000127969.1",1,0.332474494531904
"ENSOCUP00000021782.2",1,0.843123600096319
"ENSBTAP00000035907.2",1,0.719053755541834
"W02G9.3",1,1.15620209457861
"YER003C_mRNA",1,0.602118910846828
"ENSP00000483117.1",1,1.01360343360898
"ENSP00000425147.1",1,1.00769066515176
"ENSELUP00000020572.1",1,-0.198830574100539
"ENSELUP00000023433.1",1,0.839344292796675
"ENSCHIP00000026460.1",1,1.07584075152812
"YDL189W_mRNA",1,0.976959576366292
"ENSCINP00000031674.1",1,0.463684782294851
"ENSP00000367787.3",1,0.913680840198899
"ENSMMUP00000020616.3",1,0.988336964906732
"ENSDARP00000050948.5",1,1.06788917032847
"ENSEBUP00000006455.1",1,0.556717693198474
"ENSTRUP00000057191.1",1,1.04612219049275
"ENSP00000356179.1",1,1.19596288336118
"ENSP00000435873.1",1,1.08411083773674
"ENSECAP00000012978.2",1,1.0952850666428
"F52C12.3",1,0.825702805657076
"ENSGALP00000014689.5",1,1.2396679677306
"ENSMUSP00000102716.1",1,1.06344360322495
"F58G11.2a",1,0.859130638164584
"YML126C_mRNA",1,1.03523684840352
"ENSCPOP00000030274.1",1,1.03126126814015
"ENSEBUP00000000130.1",1,0.918139172235165
"ENSOARP00000021835.1",1,0.859732159280057
"ENSP00000362807.4",1,1.04376865733331
"FBpp0081569",1,1.43259882899168
"YNL177C_mRNA",1,1.12246309987381
"ENSELUP00000010195.1",1,0.822016086580174
"ENSBTAP00000010706.4",1,1.02518221352687
"ENSCINP00000026560.2",1,1.11881300868919
"FBpp0291001",1,1.35003288016824
"F54C8.4a",1,1.04467993959437
"ENSMGAP00000019027.1",1,-0.48649685961847
"ENSP00000395591.1",1,0.860551054901882
"ENSORLP00000008519.2",1,0.938627209207
"ENSRNOP00000014399.4",1,1.02914533887312
"FBpp0305158",1,0.461391709296866
"YNR019W_mRNA",1,1.09692232597192
"ENSP00000449762.1",1,0.877621863395552
"ENSEBUP00000023246.1",1,0.832576200703722
"ENSECAP00000019988.2",1,1.33811017938167
"FBpp0291259",1,0.73401434423236
"YOL059W_mRNA",1,0.643088278564615
"ENSECAP00000003823.2",1,1.42701134585281
"ENSCINP00000018655.3",1,1.02305061925755
"ENSELUP00000011075.1",1,1.05762529980319
"YFR032C_mRNA",1,1.01715723014543
"ZK1290.6",1,1.16542290024687
"ENSMUSP00000045126.7",1,1.11386021726388
"T21C9.12",1,1.06826174591228
"ENSORLP00000002509.2",1,1.12224783505652
"ENSP00000481752.1",1,1.24312909228996
"ENSELUP00000003411.1",1,1.04664316886314
