"","class","pre"
"YGR282C_mRNA",1,0.854279348039514
"YLR143W_mRNA",1,0.245527233945002
"ENSMUSP00000127969.1",1,0.190952825848378
"ENSOCUP00000021782.2",1,0.724106454548866
"ENSBTAP00000035907.2",1,0.516083500667184
"W02G9.3",1,1.10262496432062
"YER003C_mRNA",1,0.562579409465096
"ENSP00000483117.1",1,1.03905013831911
"ENSP00000425147.1",1,1.11753826017919
"ENSELUP00000020572.1",1,-0.155702064965731
"ENSELUP00000023433.1",1,0.716045149170464
"ENSCHIP00000026460.1",1,1.03291207251858
"YDL189W_mRNA",1,0.868704481803918
"ENSCINP00000031674.1",1,0.395153600213818
"ENSP00000367787.3",1,0.947902403448011
"ENSMMUP00000020616.3",1,1.08513393325027
"ENSDARP00000050948.5",1,1.04120395357078
"ENSEBUP00000006455.1",1,0.519252774350942
"ENSTRUP00000057191.1",1,0.823561724343312
"ENSP00000356179.1",1,1.19713222722474
"ENSP00000435873.1",1,0.855070789213656
"ENSECAP00000012978.2",1,1.29160953574277
"F52C12.3",1,0.85075918359529
"ENSGALP00000014689.5",1,1.20184095446945
"ENSMUSP00000102716.1",1,1.11701179720457
"F58G11.2a",1,0.905808772613898
"YML126C_mRNA",1,0.986947334288528
"ENSCPOP00000030274.1",1,0.888292255025334
"ENSEBUP00000000130.1",1,1.05745043099523
"ENSOARP00000021835.1",1,1.06087773826764
"ENSP00000362807.4",1,1.36828017753975
"FBpp0081569",1,1.55089854251943
"YNL177C_mRNA",1,1.17404754995966
"ENSELUP00000010195.1",1,0.764227133874003
"ENSBTAP00000010706.4",1,0.922147497614435
"ENSCINP00000026560.2",1,1.19728525622763
"FBpp0291001",1,1.40986290701236
"F54C8.4a",1,0.822673450563627
"ENSMGAP00000019027.1",1,-0.195952556489273
"ENSP00000395591.1",1,0.751280331184377
"ENSORLP00000008519.2",1,0.892311355258092
"ENSRNOP00000014399.4",1,1.2103513415143
"FBpp0305158",1,0.500722142774345
"YNR019W_mRNA",1,1.11234809996776
"ENSP00000449762.1",1,1.03749900958112
"ENSEBUP00000023246.1",1,0.728771513291202
"ENSECAP00000019988.2",1,1.5166153980343
"FBpp0291259",1,0.714021241584266
"YOL059W_mRNA",1,0.74837056064878
"ENSECAP00000003823.2",1,1.30562144794798
"ENSCINP00000018655.3",1,1.19750675353034
"ENSELUP00000011075.1",1,0.962614457518638
"YFR032C_mRNA",1,0.986552141830965
"ZK1290.6",1,0.982919625729211
"ENSMUSP00000045126.7",1,1.20324057954443
"T21C9.12",1,1.22706230995991
"ENSORLP00000002509.2",1,1.32007213607582
"ENSP00000481752.1",1,0.833781113219779
"ENSELUP00000003411.1",1,1.23190665833717
"FBpp0079899",1,1.07205791004194
"ENSONIP00000018299.1",1,1.24764911559226
"FBpp0080906",1,0.998768650850783
"FBpp0077624",1,0.869046985443338
"ENSP00000333199.8",1,1.02190653175567
"YOR165W_mRNA",1,0.742143969859462
"ENSMUSP00000086873.4",1,1.06833305780768
"ENSXETP00000029449.3",1,0.546152608482974
"YDL043C_mRNA",1,1.2359257739831
"ENSP00000258975.6",1,1.06152751154896
"ENSP00000341483.5",1,0.767852640096376
"YDR353W_mRNA",1,0.494203094673729
"ENSGALP00000027063.4",1,1.00969844082956
"YHR179W_mRNA",1,0.438717608405273
"ENSTRUP00000000955.2",1,0.820641180093304
"FBpp0075902",1,1.06578385935655
"ENSELUP00000003086.1",1,1.25073524038979
