"","class","pre"
"YGR282C_mRNA",1,0.673705631638316
"YLR143W_mRNA",1,0.37970648913913
"ENSMUSP00000127969.1",1,0.287510529151337
"ENSOCUP00000021782.2",1,0.731479518433396
"ENSBTAP00000035907.2",1,0.473720039441216
"W02G9.3",1,1.09421513810196
"YER003C_mRNA",1,0.605574776742718
"ENSP00000483117.1",1,1.08155098769871
"ENSP00000425147.1",1,1.09860957065244
"ENSELUP00000020572.1",1,-0.0872050737373201
"ENSELUP00000023433.1",1,0.690747490083159
"ENSCHIP00000026460.1",1,0.97774009877335
"YDL189W_mRNA",1,0.898059927656038
"ENSCINP00000031674.1",1,0.447701642719608
"ENSP00000367787.3",1,0.976641794608549
"ENSMMUP00000020616.3",1,1.23291776404608
"ENSDARP00000050948.5",1,1.048567656681
"ENSEBUP00000006455.1",1,0.424639367176477
"ENSTRUP00000057191.1",1,0.941671713575623
"ENSP00000356179.1",1,1.11523264161232
"ENSP00000435873.1",1,1.04584602105355
"ENSECAP00000012978.2",1,1.31673101906883
"F52C12.3",1,0.797830621868963
"ENSGALP00000014689.5",1,1.2804931637947
"ENSMUSP00000102716.1",1,1.12087922011938
"F58G11.2a",1,0.827550947705356
"YML126C_mRNA",1,0.989953495580712
"ENSCPOP00000030274.1",1,0.884524477413164
"ENSEBUP00000000130.1",1,0.9861185666706
"ENSOARP00000021835.1",1,1.0314699620937
"ENSP00000362807.4",1,1.17443532220778
"FBpp0081569",1,1.54634525204386
"YNL177C_mRNA",1,1.11023600487897
"ENSELUP00000010195.1",1,0.804787216641355
"ENSBTAP00000010706.4",1,0.994949980576162
"ENSCINP00000026560.2",1,1.13710251725813
"FBpp0291001",1,1.34184789943616
"F54C8.4a",1,0.945746639727879
"ENSMGAP00000019027.1",1,-0.28827412125225
"ENSP00000395591.1",1,0.867704125424087
"ENSORLP00000008519.2",1,0.918066661178176
"ENSRNOP00000014399.4",1,1.14581647975994
"FBpp0305158",1,0.52731546957627
"YNR019W_mRNA",1,1.22007379241035
"ENSP00000449762.1",1,0.996027745633041
"ENSEBUP00000023246.1",1,0.725413093463377
"ENSECAP00000019988.2",1,1.49361694092083
"FBpp0291259",1,0.748958345651953
"YOL059W_mRNA",1,0.706917309858242
"ENSECAP00000003823.2",1,1.2857786602001
"ENSCINP00000018655.3",1,1.12609928694127
"ENSELUP00000011075.1",1,0.942743008490361
"YFR032C_mRNA",1,0.960251960906573
"ZK1290.6",1,0.938930728449664
"ENSMUSP00000045126.7",1,1.22044090389239
"T21C9.12",1,1.22726662512337
"ENSORLP00000002509.2",1,1.29308870040986
"ENSP00000481752.1",1,0.764552581386165
"ENSELUP00000003411.1",1,1.19376240621074
"FBpp0079899",1,1.04178569728389
"ENSONIP00000018299.1",1,1.2236833119225
"FBpp0080906",1,1.00474231636978
"FBpp0077624",1,0.866396213856307
"ENSP00000333199.8",1,0.999921642269938
"YOR165W_mRNA",1,0.781183870784264
"ENSMUSP00000086873.4",1,0.962131075093794
"ENSXETP00000029449.3",1,0.604654892444021
"YDL043C_mRNA",1,1.21665166604224
"ENSP00000258975.6",1,1.10175633766336
"ENSP00000341483.5",1,0.844950351525132
"YDR353W_mRNA",1,0.652927769925936
"ENSGALP00000027063.4",1,1.01157068751714
"YHR179W_mRNA",1,0.405610741223137
"ENSTRUP00000000955.2",1,0.831024428554548
"FBpp0075902",1,1.06289550176606
"ENSELUP00000003086.1",1,1.27245452185032
"ENSBTAP00000004683.6",1,1.16654850537881
"Y57G11C.3a",1,1.0472583369902
"ENSPTRP00000091589.1",1,0.345872362585892
"ENSEBUP00000007367.1",1,1.26918610543706
"ENSEBUP00000016665.1",1,1.26557670139868
"H15N14.1c",1,1.11339430062694
"ENSELUP00000034817.1",1,1.16392428349059
"YLR165C_mRNA",1,0.892376778220819
"YML113W_mRNA",1,1.03552351888062
"YGR276C_mRNA",1,0.763012210244357
"FBpp0072940",1,1.23158367860681
"ENSTRUP00000055661.1",1,0.725106095698924
"ENSOARP00000022183.1",1,0.748513834634224
"ENSDARP00000127323.1",1,1.32461462295109
"ENSMMUP00000002474.3",1,0.971536816295544
"ENSMUSP00000055271.8",1,0.857622740106986
"R10E11.9",1,0.996763171551083
"ENSECAP00000016744.2",1,1.30503397439541
"YDR365C_mRNA",1,1.16632404796263
"ENSORLP00000029403.1",1,0.983488455555667
"ENSBTAP00000058871.1",1,0.85281385373931
"YGL068W_mRNA",1,0.806987017155721
"T20B12.7",1,1.08025249002702
"T07D4.4a",1,0.929153254335821
"ENSBTAP00000067611.1",1,1.06798489524296
"YBL057C_mRNA",1,1.30981347634168
"ENSP00000355518.3",1,0.833218575455045
"YMR090W_mRNA",1,0.571658712413759
"ENSP00000444968.1",1,1.08699065646772
"ENSBTAP00000057457.1",1,1.03409215093236
"YGL243W_mRNA",1,0.911737734368653
"ENSECAP00000011666.2",1,1.24688508047456
