"","class","pre"
"YGR282C_mRNA",1,0.587992656362142
"YLR143W_mRNA",1,0.310421231995484
"ENSMUSP00000127969.1",1,0.270742622686494
"ENSOCUP00000021782.2",1,0.604560347787753
"ENSBTAP00000035907.2",1,0.60814204505434
"W02G9.3",1,1.14350435220075
"YER003C_mRNA",1,0.622025751658704
"ENSP00000483117.1",1,0.985370738323303
"ENSP00000425147.1",1,0.896074327737625
"ENSELUP00000020572.1",1,-0.196454829775826
"ENSELUP00000023433.1",1,0.741109453609311
"ENSCHIP00000026460.1",1,1.01141220427775
"YDL189W_mRNA",1,0.906587107874904
"ENSCINP00000031674.1",1,0.482501137365352
"ENSP00000367787.3",1,0.997201890362258
"ENSMMUP00000020616.3",1,1.24163040520858
"ENSDARP00000050948.5",1,1.02495435204384
"ENSEBUP00000006455.1",1,0.622698193089511
"ENSTRUP00000057191.1",1,0.875573403453711
"ENSP00000356179.1",1,1.10785480375202
"ENSP00000435873.1",1,1.16583670392672
"ENSECAP00000012978.2",1,1.24600642586189
"F52C12.3",1,0.776206411916595
"ENSGALP00000014689.5",1,1.21747323679003
"ENSMUSP00000102716.1",1,1.04972380796822
"F58G11.2a",1,0.875828329203641
"YML126C_mRNA",1,0.849290316118896
"ENSCPOP00000030274.1",1,0.986014691545203
"ENSEBUP00000000130.1",1,1.04481401343036
"ENSOARP00000021835.1",1,1.02090912016632
"ENSP00000362807.4",1,1.15192127766511
"FBpp0081569",1,1.39625581359652
"YNL177C_mRNA",1,1.11914829297511
"ENSELUP00000010195.1",1,0.779984022810326
"ENSBTAP00000010706.4",1,1.03704951106284
"ENSCINP00000026560.2",1,1.09093177183474
"FBpp0291001",1,1.31446160790655
"F54C8.4a",1,0.982979471715489
"ENSMGAP00000019027.1",1,-0.401890957808656
"ENSP00000395591.1",1,1.00565193274793
"ENSORLP00000008519.2",1,0.80970137728412
"ENSRNOP00000014399.4",1,1.0966830701161
"FBpp0305158",1,0.445677950203768
"YNR019W_mRNA",1,1.26841083380693
"ENSP00000449762.1",1,0.924401393868685
"ENSEBUP00000023246.1",1,0.754866636704744
"ENSECAP00000019988.2",1,1.41365324028965
"FBpp0291259",1,0.768741439280433
"YOL059W_mRNA",1,0.643526826277527
"ENSECAP00000003823.2",1,1.34726892626098
"ENSCINP00000018655.3",1,1.12613693047721
"ENSELUP00000011075.1",1,1.03428026114187
"YFR032C_mRNA",1,1.00617848879861
"ZK1290.6",1,1.06072021001168
"ENSMUSP00000045126.7",1,1.19348608820966
"T21C9.12",1,1.24096310610227
"ENSORLP00000002509.2",1,1.27165115204123
"ENSP00000481752.1",1,0.978191845820627
"ENSELUP00000003411.1",1,1.08983622032437
"FBpp0079899",1,1.21004260711303
"ENSONIP00000018299.1",1,1.22205505986324
"FBpp0080906",1,0.95312261931175
"FBpp0077624",1,0.971204327016793
"ENSP00000333199.8",1,0.995933147920579
"YOR165W_mRNA",1,0.696330973681067
"ENSMUSP00000086873.4",1,1.07053226384728
"ENSXETP00000029449.3",1,0.655653263688157
"YDL043C_mRNA",1,1.17481528378639
"ENSP00000258975.6",1,0.970327830397451
"ENSP00000341483.5",1,0.915127332576162
"YDR353W_mRNA",1,0.617580836115439
"ENSGALP00000027063.4",1,1.01345410784173
"YHR179W_mRNA",1,0.456720992025901
"ENSTRUP00000000955.2",1,0.730009284157752
"FBpp0075902",1,1.06815938635866
"ENSELUP00000003086.1",1,1.34086611166547
